USER           PID  PPID        VSZ    RSS WCHAN            ADDR S NAME                       
root           142     2          0      0 0                   0 S [ion_carveout_he]
root           143     2          0      0 0                   0 S [ion_history]
root           144     2          0      0 0                   0 S [mdrt_thread]
root           146     2          0      0 0                   0 I [cfg80211]
root           167     2          0      0 0                   0 S [kswapd0]
root           209     2          0      0 0                   0 S [hwrng]
root           210     2          0      0 0                   0 I [ged_notify_sw_v]
root           211     2          0      0 0                   0 I [ged_kpi]
root           212     2          0      0 0                   0 S [spi0]
root           213     2          0      0 0                   0 S [spi1]
root           214     2          0      0 0                   0 S [spi2]
root           216     2          0      0 0                   0 S [spi3]
root           217     2          0      0 0                   0 S [spi4]
root           218     2          0      0 0                   0 S [spi5]
root           219     2          0      0 0                   0 I [accdet]
root           220     2          0      0 0                   0 I [dismicQueue]
root           221     2          0      0 0                   0 I [accdet_eint]
root           222     2          0      0 0                   0 S [pbm]
root           223     2          0      0 0                   0 S [nanohub]
root           224     2          0      0 0                   0 I [ipi_master]
root           225     2          0      0 0                   0 S [chre_kthread]
root           226     2          0      0 0                   0 S [scp_power_reset]
root           227     2          0      0 0                   0 S [ccci_fsm1]
root           228     2          0      0 0                   0 D [ccci_poll1]
root           229     2          0      0 0                   0 I [ccmni0_rx_q_wor]
root           230     2          0      0 0                   0 I [ccmni1_rx_q_wor]
root           231     2          0      0 0                   0 I [ccmni2_rx_q_wor]
root           232     2          0      0 0                   0 I [ccmni3_rx_q_wor]
root           233     2          0      0 0                   0 I [ccmni4_rx_q_wor]
root           234     2          0      0 0                   0 I [ccmni5_rx_q_wor]
root           235     2          0      0 0                   0 I [ccmni6_rx_q_wor]
root           236     2          0      0 0                   0 I [ccmni7_rx_q_wor]
root           237     2          0      0 0                   0 I [ccmni8_rx_q_wor]
root           238     2          0      0 0                   0 I [ccmni9_rx_q_wor]
root           239     2          0      0 0                   0 I [ccmni10_rx_q_wo]
root           240     2          0      0 0                   0 I [ccmni11_rx_q_wo]
root           241     2          0      0 0                   0 I [ccmni12_rx_q_wo]
root           242     2          0      0 0                   0 I [ccmni13_rx_q_wo]
root           243     2          0      0 0                   0 I [ccmni14_rx_q_wo]
root           244     2          0      0 0                   0 I [ccmni15_rx_q_wo]
root           245     2          0      0 0                   0 I [ccmni16_rx_q_wo]
root           246     2          0      0 0                   0 I [ccmni17_rx_q_wo]
root           247     2          0      0 0                   0 I [ccmni18_rx_q_wo]
root           248     2          0      0 0                   0 I [ccmni19_rx_q_wo]
root           249     2          0      0 0                   0 I [ccmni20_rx_q_wo]
root           250     2          0      0 0                   0 S [ccci_rpc_k]
root           251     2          0      0 0                   0 S [ccci_udc]
root           252     2          0      0 0                   0 S [ccci_misc]
root           253     2          0      0 0                   0 S [ccci_ipc_3]
root           254     2          0      0 0                   0 S [ccci_ipc_6]
root           255     2          0      0 0                   0 S [ccci_ipc_7]
root           256     2          0      0 0                   0 S [ccci_ipc_8]
root           257     2          0      0 0                   0 S [ccci_sys]
root           258     2          0      0 0                   0 S [ccci_ctrl]
root           259     2          0      0 0                   0 I [md1_cldma_worke]
root           260     2          0      0 0                   0 I [tmem_regmgr_def]
root           261     2          0      0 0                   0 I [tmem_regmgr_def]
root           262     2          0      0 0                   0 I [tmem_regmgr_def]
root           263     2          0      0 0                   0 I [tmem_regmgr_def]
root           265     2          0      0 0                   0 S [ree_dummy_task]
root           266     2          0      0 0                   0 S [id0_trusty_k/0]
root           267     2          0      0 0                   0 S [id0_trusty_k/1]
root           268     2          0      0 0                   0 S [id0_trusty_k/2]
root           269     2          0      0 0                   0 S [id0_trusty_c/0]
root           270     2          0      0 0                   0 D [ddp_irq_log_kth]
root           272     2          0      0 0                   0 D [disp_idlemgr]
root           273     2          0      0 0                   0 D [disp_check]
root           274     2          0      0 0                   0 S [decouple_update]
root           275     2          0      0 0                   0 D [decouple_trigge]
root           276     2          0      0 0                   0 S [display_check_a]
root           277     2          0      0 0                   0 S [disp_delay_trig]
root           278     2          0      0 0                   0 S [disp_od_trigger]
root           279     2          0      0 0                   0 S [present_fence_w]
root           280     2          0      0 0                   0 S [disp_switch_mod]
root           281     2          0      0 0                   0 S [amms_task]
root           282     2          0      0 0                   0 I [mt-wdk]
root           284     2          0      0 0                   0 D [wdtk-0]
root           285     2          0      0 0                   0 D [wdtk-1]
root           286     2          0      0 0                   0 D [wdtk-2]
root           287     2          0      0 0                   0 D [wdtk-3]
root           288     2          0      0 0                   0 D [wdtk-4]
root           289     2          0      0 0                   0 S [btif_rxd]
root           290     2          0      0 0                   0 D [wdtk-5]
root           291     2          0      0 0                   0 D [wdtk-6]
root           292     2          0      0 0                   0 D [wdtk-7]
root           293     2          0      0 0                   0 I [pobqos_ntf_wq]
root           294     2          0      0 0                   0 I [bwq_ntf_wq]
root           295     2          0      0 0                   0 I [lt_wq]
root           296     2          0      0 0                   0 D [hang_detect]
root           297     2          0      0 0                   0 S [hang_detect1]
root           298     2          0      0 0                   0 I [bcct_chrlmt_wor]
root           299     2          0      0 0                   0 S [krtatm]
root           300     2          0      0 0                   0 I [cpu_freq_wq]
root           301     2          0      0 0                   0 I [cpu_core_wq]
root           302     2          0      0 0                   0 I [dram_vcore_wq]
root           303     2          0      0 0                   0 I [usb20_st_wq]
root           304     2          0      0 0                   0 S [ccu-enque]
root           305     2          0      0 0                   0 I [mtk_vibrator]
root           306     2          0      0 0                   0 D [ree_time]
root           307     2          0      0 0                   0 D [tz_iwlog_thread]
root           308     2          0      0 0                   0 D [tz_iwsock]
root           309     2          0      0 0                   0 I [uether]
root           310     2          0      0 0                   0 I [uether_rx1]
root           311     2          0      0 0                   0 I [uether_rps]
root           313     2          0      0 0                   0 I [JD_0f_update_re]
root           314     2          0      0 0                   0 I [JD_FB_reuqest]
root           315     2          0      0 0                   0 I [JD_usb_detect_r]
root           316     2          0      0 0                   0 S [irq/136-jadard_]
root           317     2          0      0 0                   0 I [jadard_fw_dump_]
root           318     2          0      0 0                   0 I [jadard_diag]
root           319     2          0      0 0                   0 I [silfp_wq]
root           320     2          0      0 0                   0 I [cmdq_flushq]
root           321     2          0      0 0                   0 I [cmdq_flushq]
root           322     2          0      0 0                   0 I [mtk-vcodec-dec]
root           323     2          0      0 0                   0 I [mtk-vcodec-enc]
root           324     2          0      0 0                   0 S [gauge_coulomb_t]
root           325     2          0      0 0                   0 S [battery_thread]
root           326     2          0      0 0                   0 S [power_misc_thre]
root           327     2          0      0 0                   0 S [chgdet_thread]
root           328     2          0      0 0                   0 I [tcpc_power_off]
root           329     2          0      0 0                   0 I [charger_in]
root           330     2          0      0 0                   0 S [irq/155-ti_irq]
root           331     2          0      0 0                   0 D [gauge_timer_thr]
root           332     2          0      0 0                   0 I [dm_bufio_cache]
root           335     2          0      0 0                   0 S [irq/153-1124000]
root           338     2          0      0 0                   0 I [ipv6_addrconf]
root           339     2          0      0 0                   0 I [SCP_WQ]
root           340     2          0      0 0                   0 I [SCP_LOG_WQ]
root           341     2          0      0 0                   0 I [SCP_RESET_WQ]
root           344     2          0      0 0                   0 D [teegris rpmb]
root           345     2          0      0 0                   0 D [rpmb_iwsock]
root           348     2          0      0 0                   0 D [ipi_cpu_dvfs_rt]
root           349     2          0      0 0                   0 S [sugov:0]
root           351     2          0      0 0                   0 S [sugov:6]
root           352     2          0      0 0                   0 S [EEM_CTRL_L]
root           353     2          0      0 0                   0 S [EEM_CTRL_B]
root           354     2          0      0 0                   0 S [EEM_CTRL_CCI]
root           355     2          0      0 0                   0 S [EEM_CTRL_GPU]
root           357     2          0      0 0                   0 S [Init_1_Stress]
root           358     2          0      0 0                   0 S [cpuhp-ppm]
root           359     2          0      0 0                   0 I [accel_polling]
root           360     2          0      0 0                   0 I [mag_polling]
root           361     2          0      0 0                   0 I [mmc_complete]
root           363     2          0      0 0                   0 I [extcon_usb]
root           364     2          0      0 0                   0 I [usb_notify]
root           365     2          0      0 0                   0 S [charger_thread]
root           367     2          0      0 0                   0 I [gxy_battery_ttf]
root           369     2          0      0 0                   0 I [blkdev_flush_wq]
root           370     2          0      0 0                   0 D [qos_recv]
root           372     2          0      0 0                   0 S [jbd2/mmcblk0p29]
root           373     2          0      0 0                   0 I [ext4-rsv-conver]
root           374     2          0      0 0                   0 I [kdmflush]
root           375     2          0      0 0                   0 I [kdmflush]
root           376     2          0      0 0                   0 I [kdmflush]
root           377     2          0      0 0                   0 I [kdmflush]
root           378     2          0      0 0                   0 I [kdmflush]
root           379     2          0      0 0                   0 I [kdmflush]
root           380     2          0      0 0                   0 I [kverityd]
root           386     2          0      0 0                   0 I [kdmflush]
root           387     2          0      0 0                   0 I [kverityd]
root           388     2          0      0 0                   0 I [kdmflush]
root           389     2          0      0 0                   0 I [kverityd]
root           390     2          0      0 0                   0 I [kdmflush]
root           391     2          0      0 0                   0 I [kverityd]
root           392     2          0      0 0                   0 I [kdmflush]
root           393     2          0      0 0                   0 I [kverityd]
root           394     2          0      0 0                   0 I [kdmflush]
root           395     2          0      0 0                   0 I [kverityd]
root           396     2          0      0 0                   0 I [ext4-rsv-conver]
root           398     2          0      0 0                   0 I [kdmflush]
root           399     2          0      0 0                   0 I [kverityd]
root           400     2          0      0 0                   0 I [ext4-rsv-conver]
root           405     1    2239524   1556 0                   0 S init
root           406     1    2246884   2720 0                   0 S ueventd
root           418     2          0      0 0                   0 I [kdmflush]
root           419     2          0      0 0                   0 I [kdmflush]
root           420     2          0      0 0                   0 I [kdmflush]
root           421     2          0      0 0                   0 I [kdmflush]
root           422     2          0      0 0                   0 I [kdmflush]
root           423     2          0      0 0                   0 I [kdmflush]
root           424     2          0      0 0                   0 I [kdmflush]
root           425     2          0      0 0                   0 I [kdmflush]
root           426     2          0      0 0                   0 I [kdmflush]
root           427     2          0      0 0                   0 I [kdmflush]
root           428     2          0      0 0                   0 I [kdmflush]
root           429     2          0      0 0                   0 I [kdmflush]
root           430     2          0      0 0                   0 I [kdmflush]
root           431     2          0      0 0                   0 I [kdmflush]
root           433     2          0      0 0                   0 I [kdmflush]
root           436     2          0      0 0                   0 I [kdmflush]
root           437     2          0      0 0                   0 I [kdmflush]
root           439     2          0      0 0                   0 I [kdmflush]
root           440     2          0      0 0                   0 I [kdmflush]
root           442     2          0      0 0                   0 I [kdmflush]
root           443     2          0      0 0                   0 I [kdmflush]
root           445     2          0      0 0                   0 I [kdmflush]
root           448     2          0      0 0                   0 I [kdmflush]
root           449     2          0      0 0                   0 I [kdmflush]
root           459     2          0      0 0                   0 S [loop0]
root           460     2          0      0 0                   0 S [loop1]
root           461     2          0      0 0                   0 S [loop2]
root           462     2          0      0 0                   0 S [loop3]
root           463     2          0      0 0                   0 S [loop4]
root           464     2          0      0 0                   0 I [ext4-rsv-conver]
root           465     2          0      0 0                   0 I [ext4-rsv-conver]
root           466     2          0      0 0                   0 I [ext4-rsv-conver]
root           467     2          0      0 0                   0 I [ext4-rsv-conver]
root           468     2          0      0 0                   0 I [ext4-rsv-conver]
prng_seeder    479     1    2184956   1912 0                   0 S prng_seeder
logd           491     1    2265168   3924 0                   0 S logd
lmkd           492     1    2185604   2964 0                   0 S lmkd
system         493     1    2290612   1984 0                   0 S servicemanager
system         494     1    2181100   2044 0                   0 S hwservicemanager
system         495     1    2200472   1736 0                   0 S vndservicemanager
root           496     2          0      0 0                   0 S [psimon]
root           505     1    2344772   2596 0                   0 S vold
root           507     2          0      0 0                   0 S [jbd2/mmcblk0p49]
root           508     2          0      0 0                   0 I [ext4-rsv-conver]
root           510     2          0      0 0                   0 S [jbd2/mmcblk0p15]
root           511     2          0      0 0                   0 I [ext4-rsv-conver]
root           514     2          0      0 0                   0 I [kdmflush]
root           518     2          0      0 0                   0 S [jbd2/mmcblk0p16]
root           519     2          0      0 0                   0 I [ext4-rsv-conver]
root           521     2          0      0 0                   0 S [jbd2/mmcblk0p25]
root           522     2          0      0 0                   0 I [ext4-rsv-conver]
root           524     2          0      0 0                   0 S [jbd2/mmcblk0p24]
root           525     2          0      0 0                   0 I [ext4-rsv-conver]
root           527     2          0      0 0                   0 S [jbd2/mmcblk0p36]
root           528     2          0      0 0                   0 I [ext4-rsv-conver]
root           530     2          0      0 0                   0 S [jbd2/mmcblk0p1-]
root           531     2          0      0 0                   0 I [ext4-rsv-conver]
root           533     2          0      0 0                   0 S [jbd2/mmcblk0p2-]
root           534     2          0      0 0                   0 I [ext4-rsv-conver]
root           536     2          0      0 0                   0 S [jbd2/mmcblk0p50]
root           537     2          0      0 0                   0 I [ext4-rsv-conver]
root           541     1    2245776   1608 0                   0 S iod
root           544     1      13952    340 0                   0 S aee_aedv
root           545     1    2187052   1724 0                   0 S aee_aedv64
system         548     1    2201372   1780 0                   0 S tzdaemon
system         552     1    2480888   1496 0                   0 S tzts_daemon
system         569     1    2220344   1568 0                   0 S wmt_launcher
system         570     1    2474916   2508 0                   0 S android.system.suspend-service
keystore       571     1    2629596   8016 0                   0 S keystore2
system         572     1    2248448   3372 0                   0 S android.hardware.security.keymint-service
system         573     1    2146932   1644 0                   0 S vendor.samsung.hardware.security.engmode@1.0-service
root           590     2          0      0 0                   0 S [f2fs_ckpt-253:5]
root           591     2          0      0 0                   0 S [f2fs_discard-25]
root           592     2          0      0 0                   0 S [f2fs_gc-253:50]
system         594     1    2192928   1620 0                   0 S vaultkeeperd
system         595     1    2196716   1624 0                   0 S vendor.samsung.hardware.security.vaultkeeper@2.0-service
tombstoned     605     1    2180648   1344 0                   0 S tombstoned
root           618     2          0      0 0                   0 S [loop5]
root           624     2          0      0 0                   0 S [loop6]
root           629     2          0      0 0                   0 S [loop7]
root           655     2          0      0 0                   0 S [loop8]
root           656     2          0      0 0                   0 S [loop9]
root           657     2          0      0 0                   0 S [loop10]
root           658     2          0      0 0                   0 S [loop11]
root           659     2          0      0 0                   0 S [loop12]
root           660     2          0      0 0                   0 S [loop13]
root           661     2          0      0 0                   0 S [loop14]
root           662     2          0      0 0                   0 S [loop15]
root           663     2          0      0 0                   0 S [loop16]
root           664     2          0      0 0                   0 S [loop17]
root           665     2          0      0 0                   0 S [loop18]
root           666     2          0      0 0                   0 S [loop19]
root           667     2          0      0 0                   0 S [loop20]
root           668     2          0      0 0                   0 I [ext4-rsv-conver]
root           669     2          0      0 0                   0 S [loop21]
root           670     2          0      0 0                   0 I [ext4-rsv-conver]
root           671     2          0      0 0                   0 S [loop22]
root           672     2          0      0 0                   0 I [kverityd]
root           673     2          0      0 0                   0 I [ext4-rsv-conver]
root           674     2          0      0 0                   0 S [loop23]
root           675     2          0      0 0                   0 I [ext4-rsv-conver]
root           676     2          0      0 0                   0 I [ext4-rsv-conver]
root           677     2          0      0 0                   0 S [loop24]
root           678     2          0      0 0                   0 I [ext4-rsv-conver]
root           679     2          0      0 0                   0 S [loop25]
root           680     2          0      0 0                   0 S [loop26]
root           681     2          0      0 0                   0 I [kverityd]
root           682     2          0      0 0                   0 I [kverityd]
root           683     2          0      0 0                   0 S [loop27]
root           684     2          0      0 0                   0 I [ext4-rsv-conver]
root           685     2          0      0 0                   0 I [ext4-rsv-conver]
root           686     2          0      0 0                   0 I [ext4-rsv-conver]
root           687     2          0      0 0                   0 S [loop28]
root           688     2          0      0 0                   0 I [kverityd]
root           689     2          0      0 0                   0 S [loop29]
root           690     2          0      0 0                   0 I [ext4-rsv-conver]
root           691     2          0      0 0                   0 S [loop30]
root           692     2          0      0 0                   0 I [ext4-rsv-conver]
root           693     2          0      0 0                   0 I [kverityd]
root           694     2          0      0 0                   0 S [loop31]
root           695     2          0      0 0                   0 I [ext4-rsv-conver]
root           696     2          0      0 0                   0 S [loop32]
root           697     2          0      0 0                   0 S [loop33]
root           698     2          0      0 0                   0 I [kverityd]
root           699     2          0      0 0                   0 I [kverityd]
root           700     2          0      0 0                   0 S [loop34]
root           701     2          0      0 0                   0 I [ext4-rsv-conver]
root           702     2          0      0 0                   0 I [ext4-rsv-conver]
root           703     2          0      0 0                   0 S [loop35]
root           704     2          0      0 0                   0 I [ext4-rsv-conver]
root           705     2          0      0 0                   0 I [kverityd]
root           706     2          0      0 0                   0 I [ext4-rsv-conver]
root           707     2          0      0 0                   0 I [ext4-rsv-conver]
root           708     2          0      0 0                   0 I [ext4-rsv-conver]
root           709     2          0      0 0                   0 S [loop36]
root           710     2          0      0 0                   0 I [ext4-rsv-conver]
root           711     2          0      0 0                   0 S [loop37]
root           712     2          0      0 0                   0 S [loop38]
root           713     2          0      0 0                   0 I [kverityd]
root           714     2          0      0 0                   0 S [loop39]
root           715     2          0      0 0                   0 I [kverityd]
root           716     2          0      0 0                   0 I [ext4-rsv-conver]
root           717     2          0      0 0                   0 I [ext4-rsv-conver]
root           718     2          0      0 0                   0 I [kverityd]
root           719     2          0      0 0                   0 I [kverityd]
root           720     2          0      0 0                   0 S [loop40]
root           721     2          0      0 0                   0 S [loop41]
root           722     2          0      0 0                   0 I [ext4-rsv-conver]
root           723     2          0      0 0                   0 S [loop42]
root           724     2          0      0 0                   0 I [ext4-rsv-conver]
root           725     2          0      0 0                   0 S [loop43]
root           726     2          0      0 0                   0 I [kverityd]
root           727     2          0      0 0                   0 I [ext4-rsv-conver]
root           728     2          0      0 0                   0 I [kverityd]
root           729     2          0      0 0                   0 I [kverityd]
root           730     2          0      0 0                   0 I [ext4-rsv-conver]
root           731     2          0      0 0                   0 I [ext4-rsv-conver]
root           732     2          0      0 0                   0 I [kverityd]
root           733     2          0      0 0                   0 I [kverityd]
root           734     2          0      0 0                   0 I [kverityd]
root           735     2          0      0 0                   0 I [ext4-rsv-conver]
root           736     2          0      0 0                   0 I [ext4-rsv-conver]
root           737     2          0      0 0                   0 I [ext4-rsv-conver]
root           738     2          0      0 0                   0 I [kverityd]
root           739     2          0      0 0                   0 I [ext4-rsv-conver]
root           740     2          0      0 0                   0 I [ext4-rsv-conver]
root           741     2          0      0 0                   0 I [kverityd]
root           742     2          0      0 0                   0 I [ext4-rsv-conver]
root           743     2          0      0 0                   0 I [kverityd]
root           744     2          0      0 0                   0 I [kverityd]
root           745     2          0      0 0                   0 I [ext4-rsv-conver]
root           746     2          0      0 0                   0 I [ext4-rsv-conver]
root           747     2          0      0 0                   0 I [kverityd]
root           748     2          0      0 0                   0 I [ext4-rsv-conver]
root           749     2          0      0 0                   0 I [kverityd]
root           750     2          0      0 0                   0 I [ext4-rsv-conver]
root           751     2          0      0 0                   0 I [ext4-rsv-conver]
root           752     2          0      0 0                   0 I [ext4-rsv-conver]
vendor_audit   772     1    2184308   1524 0                   0 S auditd
system         774     1    2329468   1500 0                   0 S emservice
statsd         781     1    2396200   6884 0                   0 S statsd
root           782     1    2672016   5944 0                   0 S netd
root           783     1    6980020  47112 0                   0 S zygote64
root           784     1    1816120  10728 0                   0 S zygote
system         789     1    2193392   1572 0                   0 S android.hidl.allocator@1.0-service
audioserver    790     1      66984   3372 0                   0 S android.hardware.audio.service.mediatek
bluetooth      791     1    2347044   1704 0                   0 S android.hardware.bluetooth@1.1-service-mediatek
media          792     1    2261848   1620 0                   0 S android.hardware.drm@1.4-service.clearkey
media          793     1    2318192   1680 0                   0 S android.hardware.drm@1.4-service.widevine
system         794     1    2207756   1616 0                   0 S android.hardware.gatekeeper@1.0-service
system         797     1    2306500   2512 0                   0 S android.hardware.graphics.allocator@4.0-service-mediatek
system         798     1    2477336   3652 0                   0 S android.hardware.graphics.composer@2.1-service
system         799     1    2186720   2136 0                   0 S android.hardware.health@2.1-service-samsung
mediacodec     800     1      49452    408 0                   0 S android.hardware.media.c2@1.2-mediatek
system         801     1    2301692   1796 0                   0 S android.hardware.memtrack@1.0-service
system         804     1    2191800   1476 0                   0 S android.hardware.thermal@2.0-service.mtk
root           806     1    2243428   1700 0                   0 S android.hardware.usb@1.3-service.coral
system         807     1    2814628   2500 0                   0 S vendor.samsung.hardware.biometrics.face.jdm-service
system         808     1    2397468   2668 0                   0 S vendor.samsung.hardware.hyper-service
system         809     1    2202800   2076 0                   0 S vendor.samsung.hardware.light-service
mediacodec     810     1    2643312   1772 0                   0 S samsung.software.media.c2@1.0-service
system         812     1    2254884   1416 0                   0 S vendor.focaltech.hardware.biometrics.fingerprint@1.0-service
system         813     1    2408104   3332 0                   0 S vendor.mediatek.hardware.mtkpower@1.0-service
root           817     1    2263268   1516 0                   0 S vendor.mediatek.hardware.nvram@1.1-service
system         819     1    2194388   1820 0                   0 S vendor.samsung.hardware.miscpower@2.0-service
system         821     1    2245100   1828 0                   0 S vendor.samsung.hardware.security.drk@2.0-service
system         822     1    2166288   1600 0                   0 S vendor.samsung.hardware.sysinput@1.3-service
system         823     1    2148244   1920 0                   0 S vendor.samsung.hardware.vibrator-service
wifi           824     1    2242588   1536 0                   0 S vendor.samsung.hardware.wifi@2.0-service
audioserver    826     1    3146896   8624 0                   0 S audioserver
credstore      829     1    2189192   1964 0                   0 S credstore
gpu_service    830     1    2264024   2032 0                   0 S gpuservice
system_kumiho_dec 832  1    2968884   2892 0                   0 S kumiho.decoder
system         836     1    2352820   1804 0                   0 S perfmond
system         839     1    3269532  18464 0                   0 S surfaceflinger
system         841     1      10588    720 0                   0 S fuelgauged
system         844     1    2315564   1548 0                   0 S ccci_mdinit
radio          848     1    2249364   1424 0                   0 S ccci_rpcd
root           885     2          0      0 0                   0 S [mtk_stp_psm]
root           886     2          0      0 0                   0 S [mtk_stp_btm]
root           887     2          0      0 0                   0 S [mtk_wmtd]
root           888     2          0      0 0                   0 S [mtk_wmtd_worker]
